"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HNRNPK.3",2.16083210544665e-22,-0.493816409181852,0.513,0.564,4.9815823358967e-18,"ExM-U","HNRNPK"
"YBX1.6",2.25990657158887e-22,0.251624846120946,0.795,0.831,5.20998861014099e-18,"ExM-U","YBX1"
"NLN.6",2.43449856437377e-22,0.34563145263755,0.284,0.182,5.6124929903073e-18,"ExM-U","NLN"
"PALMD.6",2.63577864396061e-22,-0.798710974859383,0.124,0.211,6.0765240857868e-18,"ExM-U","PALMD"
"RAP2B.5",2.79972815254495e-22,0.265350603474057,0.182,0.105,6.45449328287713e-18,"ExM-U","RAP2B"
"NPDC1.3",3.25451437604158e-22,0.254494645849529,0.203,0.119,7.50295744252625e-18,"ExM-U","NPDC1"
"SEPT11.4",3.58614336944908e-22,-0.622431711096037,0.407,0.471,8.26749492392792e-18,"ExM-U","SEPT11"
"POU2F2",3.66221675196459e-22,0.436794486479692,0.103,0.05,8.44287449997916e-18,"ExM-U","POU2F2"
"RPS15A.4",6.17745844766889e-22,-0.379929221567056,0.644,0.714,1.42415127052559e-17,"ExM-U","RPS15A"
"TBC1D14.3",6.26163774539766e-22,0.250523179288791,0.174,0.099,1.44355796582398e-17,"ExM-U","TBC1D14"
"PIP4K2B",6.77625209065029e-22,0.272589820215559,0.146,0.079,1.56219715697852e-17,"ExM-U","PIP4K2B"
"ITGB1.6",7.29537135959823e-22,-0.622618622119659,0.075,0.156,1.68187491324178e-17,"ExM-U","ITGB1"
"PPIA.3",7.7126090323308e-22,0.286371980259193,0.632,0.536,1.77806488631354e-17,"ExM-U","PPIA"
"ERBIN.5",8.12454710662012e-22,-0.497480116887792,0.039,0.112,1.8730330899602e-17,"ExM-U","ERBIN"
"PGLS",8.76940675620101e-22,0.288129113750719,0.175,0.101,2.02169903357458e-17,"ExM-U","PGLS"
"ARPC2.3",9.59093924470443e-22,0.265293766616599,0.535,0.41,2.21109513347416e-17,"ExM-U","ARPC2"
"REEP2",1.30149524696818e-21,0.291699910166955,0.132,0.069,3.00046714236043e-17,"ExM-U","REEP2"
"NUDCD3",1.33521181539415e-21,0.253903446610024,0.141,0.076,3.07819731920968e-17,"ExM-U","NUDCD3"
"PRMT2.4",1.39676409419445e-21,0.290795616727919,0.538,0.407,3.2200999427559e-17,"ExM-U","PRMT2"
"APC.5",1.5130295703637e-21,0.284030340244849,0.527,0.395,3.48813837151647e-17,"ExM-U","APC"
"MTR.1",1.66784279077369e-21,0.357697445152636,0.159,0.09,3.84504476984966e-17,"ExM-U","MTR"
"ASF1A",1.83737451797754e-21,-0.656302673195792,0.084,0.166,4.23588321374542e-17,"ExM-U","ASF1A"
"TRIM2.1",1.94431697974118e-21,0.260209202556709,0.396,0.281,4.48242836509532e-17,"ExM-U","TRIM2"
"LPGAT1.3",2.17596160070169e-21,0.299471407291987,0.25,0.159,5.01646187425767e-17,"ExM-U","LPGAT1"
"BIRC6",2.21855571623653e-21,0.41200203274252,0.156,0.088,5.11465834821169e-17,"ExM-U","BIRC6"
"TSPAN14.5",3.05824016108229e-21,0.284457765910066,0.192,0.114,7.0504668673591e-17,"ExM-U","TSPAN14"
"GNAQ.3",3.33009439683169e-21,0.252284092227991,0.279,0.181,7.67719962245578e-17,"ExM-U","GNAQ"
"CBX1.3",3.38533351614658e-21,-0.577614399374576,0.434,0.498,7.80454788812432e-17,"ExM-U","CBX1"
"SRGAP3.2",5.0465032695043e-21,0.406089459877663,0.266,0.174,1.16342086375152e-16,"ExM-U","SRGAP3"
"SERINC3",5.71608885427524e-21,0.267857480000918,0.163,0.093,1.31778712446461e-16,"ExM-U","SERINC3"
"NDRG4.1",5.88657372397702e-21,0.293665788966528,0.15,0.083,1.35709070632566e-16,"ExM-U","NDRG4"
"SCAMP1.4",6.90769031357747e-21,0.259033059994354,0.262,0.168,1.59249892489215e-16,"ExM-U","SCAMP1"
"TPM1.2",7.47713782986599e-21,0.262782294499623,0.332,0.225,1.7237793552973e-16,"ExM-U","TPM1"
"B3GALT2.6",8.16571528727177e-21,0.311816191686406,0.222,0.138,1.88252400232763e-16,"ExM-U","B3GALT2"
"SORL1",8.4659181413088e-21,0.310648116682377,0.113,0.057,1.95173276829733e-16,"ExM-U","SORL1"
"SCAPER.2",9.23589358285495e-21,0.370602201368173,0.306,0.207,2.12924290659138e-16,"ExM-U","SCAPER"
"H2AFZ.4",1.1862197402338e-20,-0.783964979730033,0.293,0.361,2.73471098913501e-16,"ExM-U","H2AFZ"
"RBM39.1",1.26600094552057e-20,-0.488296586779542,0.494,0.553,2.91863857980311e-16,"ExM-U","RBM39"
"ATP6V1G1.1",1.31972795464252e-20,-0.675112727806126,0.253,0.333,3.04250082663287e-16,"ExM-U","ATP6V1G1"
"IAH1",1.50755295375761e-20,0.252203145572143,0.163,0.093,3.47551257959279e-16,"ExM-U","IAH1"
"GABBR1",1.51369984423541e-20,0.259472130248884,0.146,0.081,3.48968362090032e-16,"ExM-U","GABBR1"
"XPR1.4",1.72825655809948e-20,0.33612801662446,0.251,0.162,3.98432266904254e-16,"ExM-U","XPR1"
"CALR.3",1.82440828597191e-20,-0.62514359888508,0.204,0.287,4.20599086247965e-16,"ExM-U","CALR"
"UNC13A",2.367673869547e-20,0.333337721615545,0.101,0.05,5.45843533885365e-16,"ExM-U","UNC13A"
"CEP290.2",3.0143439937642e-20,0.312182525893685,0.406,0.289,6.94926864322398e-16,"ExM-U","CEP290"
"SBF2",3.86366997774992e-20,0.300615872996142,0.133,0.072,8.90730476670468e-16,"ExM-U","SBF2"
"PGAP1.4",4.37212238371266e-20,-0.562352466889805,0.077,0.156,1.00794909434112e-15,"ExM-U","PGAP1"
"BACE1",4.69177744405089e-20,0.279864136956755,0.167,0.098,1.08164237195149e-15,"ExM-U","BACE1"
"OSBPL8.1",5.12829830988237e-20,0.258496048079744,0.419,0.302,1.18227789236028e-15,"ExM-U","OSBPL8"
"CDC42BPA.3",5.51962113336432e-20,0.341744621886457,0.284,0.189,1.27249345608581e-15,"ExM-U","CDC42BPA"
"NPTN",5.82293347361869e-20,0.28195469960627,0.11,0.056,1.34241908300805e-15,"ExM-U","NPTN"
"RPS18.2",8.087495087383e-20,0.252975640773303,0.797,0.812,1.86449111744528e-15,"ExM-U","RPS18"
"PDZD4",9.26072214131563e-20,0.289782535337234,0.136,0.075,2.13496688245891e-15,"ExM-U","PDZD4"
"RBM23.1",9.44648449494367e-20,-0.625919748407927,0.077,0.153,2.17779253546431e-15,"ExM-U","RBM23"
"HIST1H1E.4",9.64747714939711e-20,-0.722154130231827,0.091,0.168,2.22412938202201e-15,"ExM-U","HIST1H1E"
"LONRF2",1.0869971174966e-19,0.28262587614726,0.125,0.067,2.50596315467667e-15,"ExM-U","LONRF2"
"HNRNPA2B1.3",1.40694836022978e-19,-0.317182131869536,0.807,0.82,3.24357874967373e-15,"ExM-U","HNRNPA2B1"
"DDX17",1.72211240503059e-19,-0.34834074218534,0.506,0.568,3.97015793855753e-15,"ExM-U","DDX17"
"KCNQ3.5",1.97563354739499e-19,-0.63537562959395,0.091,0.168,4.55462558016441e-15,"ExM-U","KCNQ3"
"ASXL3.6",2.07596299676574e-19,0.286500324637197,0.264,0.172,4.78592509274373e-15,"ExM-U","ASXL3"
"RPL35A.2",2.31460886772265e-19,-0.289596283158176,0.735,0.822,5.33609928364779e-15,"ExM-U","RPL35A"
"NAV1.3",2.33020912989378e-19,0.299013617848054,0.213,0.133,5.37206412805713e-15,"ExM-U","NAV1"
"LRRFIP2.1",2.72701505826044e-19,0.270728872115164,0.243,0.157,6.28686051531361e-15,"ExM-U","LRRFIP2"
"AUTS2.3",2.81137255698498e-19,-0.471384581328611,0.134,0.221,6.48133829287318e-15,"ExM-U","AUTS2"
"PNISR.1",3.06398276505303e-19,-0.357504562125806,0.531,0.585,7.06370586655325e-15,"ExM-U","PNISR"
"PIAS2.1",3.07912980616146e-19,0.336134213022776,0.17,0.1,7.09862585512464e-15,"ExM-U","PIAS2"
"ARFGEF1",3.20825324981419e-19,0.301356762061869,0.187,0.113,7.39630704212164e-15,"ExM-U","ARFGEF1"
"SPATA33",4.73821811948649e-19,0.364621894678781,0.1,0.051,1.09234880526642e-14,"ExM-U","SPATA33"
"SRRM3.4",5.20100839408793e-19,0.378489186672426,0.171,0.102,1.19904047517303e-14,"ExM-U","SRRM3"
"RPS2.3",5.33287375636288e-19,0.255793222623525,0.765,0.774,1.2294407157919e-14,"ExM-U","RPS2"
"ERC1.6",6.89044819923089e-19,0.260057828844465,0.305,0.208,1.58852392785069e-14,"ExM-U","ERC1"
"SESN3.4",8.10500938071398e-19,-0.461051889422076,0.053,0.123,1.8685288626298e-14,"ExM-U","SESN3"
"PEA15.6",1.07323099828917e-18,-0.981246661461823,0.119,0.194,2.47422674345585e-14,"ExM-U","PEA15"
"TANC2",1.08863262176733e-18,0.410776302658001,0.124,0.068,2.5097336462224e-14,"ExM-U","TANC2"
"WDR60.2",1.36649935596501e-18,0.391464764129646,0.27,0.182,3.15032761524173e-14,"ExM-U","WDR60"
"GNG4.5",1.42501599057085e-18,-0.630154156088699,0.063,0.133,3.28523186466205e-14,"ExM-U","GNG4"
"HELLS.5",1.46161007165975e-18,-0.532314860688641,0.046,0.111,3.36959585920439e-14,"ExM-U","HELLS"
"PNRC1.3",1.52260311489936e-18,-0.620483759781474,0.131,0.21,3.51020922108899e-14,"ExM-U","PNRC1"
"SON.2",1.55858894474328e-18,-0.404973661132427,0.457,0.519,3.59317095321115e-14,"ExM-U","SON"
"SSTR2.5",1.77486134004221e-18,-0.741922209727675,0.066,0.137,4.0917653333333e-14,"ExM-U","SSTR2"
"RDX.5",1.79169521172127e-18,-0.671366585871868,0.19,0.269,4.13057414110221e-14,"ExM-U","RDX"
"SPATS2L",2.75076190981496e-18,0.256468572721784,0.121,0.066,6.34160650688741e-14,"ExM-U","SPATS2L"
"SELENOK.4",3.59756003779832e-18,-0.622512357803598,0.132,0.209,8.29381491114025e-14,"ExM-U","SELENOK"
"TRIM24",4.16559557543673e-18,-0.549537259260021,0.249,0.331,9.60336403961185e-14,"ExM-U","TRIM24"
"QSER1.5",4.17769060396701e-18,-0.561459864526066,0.109,0.186,9.63124791838554e-14,"ExM-U","QSER1"
"BPTF.2",4.45226365715108e-18,0.284331589395944,0.587,0.463,1.02642486351961e-13,"ExM-U","BPTF"
"ITSN2",4.77384463297364e-18,0.355189715906461,0.13,0.073,1.10056214168574e-13,"ExM-U","ITSN2"
"SMAD5.6",4.80724308798755e-18,-0.53422432256636,0.058,0.126,1.10826182150465e-13,"ExM-U","SMAD5"
"SACS.1",4.85604655604923e-18,0.334173185029019,0.175,0.107,1.11951297303159e-13,"ExM-U","SACS"
"CDC42EP3.3",5.43833089850945e-18,-0.599349112913958,0.112,0.187,1.25375280534237e-13,"ExM-U","CDC42EP3"
"ATP2C1",8.78022132344604e-18,0.290789287918182,0.158,0.094,2.02419222390725e-13,"ExM-U","ATP2C1"
"TLE4.6",1.18794372680723e-17,-0.61400118807647,0.091,0.166,2.73868546778139e-13,"ExM-U","TLE4"
"EPHA5.6",1.69818173077141e-17,0.269209136408701,0.358,0.255,3.91498816212042e-13,"ExM-U","EPHA5"
"SRRM2.1",1.81136092334235e-17,-0.469400705265478,0.343,0.416,4.17591147267346e-13,"ExM-U","SRRM2"
"SFPQ.3",1.85794604112787e-17,-0.307486810281866,0.663,0.682,4.28330880321619e-13,"ExM-U","SFPQ"
"CENPF.4",1.92912227892356e-17,-1.51759757764922,0.087,0.156,4.44739850183037e-13,"ExM-U","CENPF"
"MIDN.1",2.6912195103219e-17,-0.475935699813268,0.088,0.161,6.20433745909611e-13,"ExM-U","MIDN"
"SLC35E2B",3.86349162082211e-17,0.274700423502147,0.13,0.074,8.90689358264329e-13,"ExM-U","SLC35E2B"
"ANP32A.4",3.93174219947928e-17,-0.527881285776663,0.449,0.496,9.06423846667954e-13,"ExM-U","ANP32A"
"HSPA1A.7",5.64272509836209e-17,-0.794461189837238,0.067,0.132,1.3008738441764e-12,"ExM-U","HSPA1A"
"F2R.1",6.2903263032629e-17,-0.495145649856188,0.069,0.137,1.45017182595423e-12,"ExM-U","F2R"
"LCORL.4",6.68016796907502e-17,0.369683882942864,0.283,0.197,1.54004592359056e-12,"ExM-U","LCORL"
"TMEM108.2",7.17126048416992e-17,0.311271138731645,0.2,0.129,1.65326239202053e-12,"ExM-U","TMEM108"
"EFNB2.4",8.00148873476348e-17,0.31186026586972,0.387,0.286,1.84466321291237e-12,"ExM-U","EFNB2"
"ILF3.3",8.8320979117332e-17,-0.394090759204726,0.557,0.597,2.03615185257097e-12,"ExM-U","ILF3"
"RPS23.4",9.1991183126612e-17,-0.303737682321375,0.698,0.774,2.12076473580091e-12,"ExM-U","RPS23"
"GOLIM4.7",1.61937180031086e-16,-0.632070906897193,0.104,0.175,3.73329974843665e-12,"ExM-U","GOLIM4"
"MTATP6P1.1",1.63348587936169e-16,0.331386550179244,0.462,0.351,3.76583834628045e-12,"ExM-U","MTATP6P1"
"ATP8A2.1",1.86859611269132e-16,0.266350743351644,0.121,0.068,4.30786147819856e-12,"ExM-U","ATP8A2"
"NFIC.5",1.96022663705953e-16,-0.4679348818522,0.047,0.107,4.51910648907704e-12,"ExM-U","NFIC"
"IP6K2.4",2.0107646164242e-16,-0.615144120883965,0.31,0.373,4.63561674670436e-12,"ExM-U","IP6K2"
"LINC01551.1",2.27342906400861e-16,-0.611813507911396,0.264,0.336,5.24116336416544e-12,"ExM-U","LINC01551"
"H2AFV.6",3.42184816951899e-16,-0.659012478836496,0.127,0.195,7.88872877000908e-12,"ExM-U","H2AFV"
"DDX5.2",3.88073061026871e-16,-0.331713250430026,0.716,0.741,8.9466363489135e-12,"ExM-U","DDX5"
"TRIO.2",4.28386506120819e-16,0.321346670557133,0.192,0.124,9.87602251210936e-12,"ExM-U","TRIO"
"HCG18.2",5.70362093358005e-16,0.320135506058896,0.245,0.166,1.31491277002755e-11,"ExM-U","HCG18"
"ZNF711.3",5.80232707334517e-16,-0.52391902327151,0.399,0.452,1.33766848348899e-11,"ExM-U","ZNF711"
"TNPO1",7.28355970953338e-16,0.286308319990776,0.246,0.168,1.67915185543583e-11,"ExM-U","TNPO1"
"TMEM245",8.06136751476236e-16,0.294934286768246,0.105,0.058,1.85846766685331e-11,"ExM-U","TMEM245"
"TBCD",1.13859482797408e-15,0.339169522736003,0.1,0.054,2.62491651641144e-11,"ExM-U","TBCD"
"SDCBP.4",1.16444478780449e-15,-0.714923454983689,0.205,0.271,2.68451101380447e-11,"ExM-U","SDCBP"
"RHOBTB3.2",1.20255699025837e-15,-0.51836184977174,0.154,0.229,2.77237488534164e-11,"ExM-U","RHOBTB3"
"RPL23.3",1.29327411565387e-15,-0.276034009506616,0.711,0.787,2.98151414622842e-11,"ExM-U","RPL23"
"CTNNA1.4",1.46990165139792e-15,-0.570713350652775,0.092,0.157,3.38871126713277e-11,"ExM-U","CTNNA1"
"EDEM3",1.68389963822815e-15,0.274071399311751,0.122,0.071,3.88206222597118e-11,"ExM-U","EDEM3"
"GATS",1.76591815082315e-15,0.293580500251704,0.163,0.101,4.07114770490769e-11,"ExM-U","GATS"
"KIAA1841",1.87228223383262e-15,0.271777196173866,0.203,0.134,4.31635946187773e-11,"ExM-U","KIAA1841"
"HNRNPDL.3",2.00787631708178e-15,-0.279428360522396,0.728,0.738,4.62895806140033e-11,"ExM-U","HNRNPDL"
"EPC1",2.4653825437509e-15,-0.508615821946904,0.262,0.332,5.68369291636333e-11,"ExM-U","EPC1"
"STX7.4",2.62412866667272e-15,0.25366109866292,0.241,0.164,6.04966622814728e-11,"ExM-U","STX7"
"FUT9.4",2.81077208107781e-15,-0.519050855276266,0.09,0.157,6.47995395571678e-11,"ExM-U","FUT9"
"FTX",4.72054020537123e-15,0.305786697955679,0.122,0.071,1.08827333894628e-10,"ExM-U","FTX"
"UBE2Q2P1.4",5.04625490293836e-15,0.353229252169379,0.181,0.116,1.16336360532341e-10,"ExM-U","UBE2Q2P1"
"HIPK2.3",5.26395049487684e-15,-0.517945396963111,0.064,0.125,1.21355114708891e-10,"ExM-U","HIPK2"
"LARP7.6",5.49112287541105e-15,-0.618665178318881,0.171,0.242,1.26592346769726e-10,"ExM-U","LARP7"
"RPGRIP1L",5.59318114354468e-15,0.318741051299451,0.136,0.082,1.28945198083279e-10,"ExM-U","RPGRIP1L"
"TTC14",6.24415355035574e-15,0.307094933388909,0.221,0.149,1.43952715949901e-10,"ExM-U","TTC14"
"TIMP2",6.2616776837686e-15,0.263606071183317,0.124,0.072,1.44356717321601e-10,"ExM-U","TIMP2"
"C5orf42",7.19862473258392e-15,0.306088994655087,0.202,0.134,1.6595709458499e-10,"ExM-U","C5orf42"
"SMC2.6",7.56279468753287e-15,-0.536280530957799,0.046,0.102,1.74352668726383e-10,"ExM-U","SMC2"
"CCNL1.3",8.5205431689714e-15,-0.538410760353985,0.141,0.211,1.96432602217467e-10,"ExM-U","CCNL1"
"KALRN.4",9.59501014974092e-15,0.319364023985087,0.204,0.136,2.21203363992127e-10,"ExM-U","KALRN"
"HNRNPA3.2",9.94899155800573e-15,-0.353327974571381,0.603,0.634,2.29364051378264e-10,"ExM-U","HNRNPA3"
"PCSK7",1.01982813975487e-14,0.413011261173912,0.118,0.069,2.35111179339089e-10,"ExM-U","PCSK7"
"CSPP1.2",1.04061755952953e-14,0.251612749607732,0.259,0.18,2.39903972173939e-10,"ExM-U","CSPP1"
"MCL1.2",1.05707518587987e-14,-0.553837690773553,0.07,0.13,2.43698113352745e-10,"ExM-U","MCL1"
"VEZF1.1",1.13487987199259e-14,-0.540471399691419,0.164,0.232,2.61635205689173e-10,"ExM-U","VEZF1"
"SRSF6.5",1.27010424913992e-14,-0.506209096547265,0.103,0.169,2.92809833596717e-10,"ExM-U","SRSF6"
"HS3ST1.5",1.99876964372803e-14,-0.513585320197239,0.054,0.11,4.6079635366506e-10,"ExM-U","HS3ST1"
"LINC00342",2.35953527987345e-14,0.292131452249674,0.104,0.059,5.43967263422025e-10,"ExM-U","LINC00342"
"LSM14A.3",2.54344096164923e-14,-0.529461855783961,0.151,0.22,5.86364879298613e-10,"ExM-U","LSM14A"
"CEP78.2",3.80830972161208e-14,0.321092211750582,0.24,0.167,8.77967723220449e-10,"ExM-U","CEP78"
"CHD4.3",4.53331616075678e-14,-0.494482097032606,0.336,0.397,1.04511070770087e-09,"ExM-U","CHD4"
"PTTG1IP.4",8.98298985673502e-14,-0.550150060286733,0.147,0.213,2.07093848157169e-09,"ExM-U","PTTG1IP"
"HNRNPH3.3",9.3390169604419e-14,-0.435284817424376,0.455,0.499,2.15301697006028e-09,"ExM-U","HNRNPH3"
"ZNF891.1",9.62492174390528e-14,0.291371841757677,0.16,0.102,2.21892945883992e-09,"ExM-U","ZNF891"
"APEX1.1",1.00074064960675e-13,-0.486292054277017,0.278,0.342,2.3071074936034e-09,"ExM-U","APEX1"
"SNRPG.4",1.09575620038117e-13,-0.543365559434411,0.12,0.183,2.52615634435875e-09,"ExM-U","SNRPG"
"LIMA1.3",1.13219009873232e-13,-0.541399927525593,0.049,0.102,2.61015105361749e-09,"ExM-U","LIMA1"
"REV3L.2",1.23488033722978e-13,0.285165005086435,0.243,0.171,2.84689312944954e-09,"ExM-U","REV3L"
"PNRC2.6",1.23543894882882e-13,-0.537854021379358,0.096,0.158,2.84818095262997e-09,"ExM-U","PNRC2"
"ELAVL2.6",1.26782536146611e-13,-0.647425419591322,0.183,0.245,2.92284458832397e-09,"ExM-U","ELAVL2"
"PRPF38B",1.62543421639959e-13,-0.551980331567055,0.3,0.361,3.74727604248762e-09,"ExM-U","PRPF38B"
"CNR1.5",1.63942918915054e-13,-0.411556773206499,0.063,0.12,3.77954005266766e-09,"ExM-U","CNR1"
"ARRDC3.1",1.74541123077405e-13,-0.477662007534547,0.083,0.141,4.02387105142649e-09,"ExM-U","ARRDC3"
"TAF7",1.80196752418527e-13,-0.491249914785933,0.286,0.35,4.15425593025672e-09,"ExM-U","TAF7"
"NRG1.6",2.88731215316967e-13,-0.666608423244693,0.051,0.103,6.65640943791735e-09,"ExM-U","NRG1"
"CTNND1.2",3.03236240363409e-13,-0.409465139301179,0.075,0.133,6.99080828533803e-09,"ExM-U","CTNND1"
"MEX3A.4",3.11605133172053e-13,-0.502187593869436,0.194,0.258,7.18374474014852e-09,"ExM-U","MEX3A"
"NRXN2.5",3.22119659581356e-13,0.278010980378571,0.192,0.129,7.42614663198858e-09,"ExM-U","NRXN2"
"AP3B2",3.62158150355552e-13,0.296083537616986,0.108,0.063,8.3491939982969e-09,"ExM-U","AP3B2"
"CLIC4.1",4.0275292444477e-13,-0.480585116710508,0.082,0.14,9.28506592014972e-09,"ExM-U","CLIC4"
"APC2.4",4.08480936017875e-13,0.293840792740006,0.154,0.098,9.41711949895609e-09,"ExM-U","APC2"
"HNRNPH1.3",4.29889776385762e-13,-0.427519319965514,0.474,0.508,9.91067890479735e-09,"ExM-U","HNRNPH1"
"GSE1.2",5.26527255673676e-13,-0.476841703442822,0.087,0.146,1.21385593523009e-08,"ExM-U","GSE1"
"CPE.6",5.3920800265234e-13,-0.438527275790727,0.435,0.477,1.24309012931471e-08,"ExM-U","CPE"
"YTHDC1.2",5.84686196290497e-13,-0.483942075420084,0.408,0.451,1.34793555692811e-08,"ExM-U","YTHDC1"
"RPS10.1",5.95185906017903e-13,-0.4662760285695,0.425,0.47,1.37214158773367e-08,"ExM-U","RPS10"
"MPDZ.4",7.50343484345954e-13,-0.354855628893921,0.071,0.128,1.72984186881116e-08,"ExM-U","MPDZ"
"CCDC152.5",9.19456641703219e-13,-0.494731450278755,0.053,0.105,2.1197153417826e-08,"ExM-U","CCDC152"
"PCM1.1",9.68412269009448e-13,0.250444254354799,0.577,0.469,2.23257764497438e-08,"ExM-U","PCM1"
"ADGRG1.5",1.06785034614238e-12,-0.401074973388657,0.058,0.111,2.46182218799665e-08,"ExM-U","ADGRG1"
"SRSF4.1",1.07678147957256e-12,-0.439405095338997,0.336,0.392,2.48241202300657e-08,"ExM-U","SRSF4"
"THSD7A.2",1.39618299598139e-12,0.280932705381443,0.129,0.08,3.2187602789355e-08,"ExM-U","THSD7A"
"RPS27L.6",1.57196611945896e-12,-0.491496888712972,0.096,0.153,3.62401069180068e-08,"ExM-U","RPS27L"
"DNAJB1.6",1.59403658595666e-12,-0.517577280208911,0.06,0.111,3.67489194526449e-08,"ExM-U","DNAJB1"
"CACNB4",1.99037814559581e-12,0.34399537104242,0.116,0.071,4.58861777685657e-08,"ExM-U","CACNB4"
"RSRC2",2.12954353608804e-12,-0.475010032562632,0.369,0.418,4.90944966809736e-08,"ExM-U","RSRC2"
"MXI1.3",2.2628222387494e-12,-0.616078188469331,0.227,0.285,5.21671038921287e-08,"ExM-U","MXI1"
"SYNCRIP.1",3.5423697696483e-12,-0.450019850004967,0.372,0.419,8.16657926694719e-08,"ExM-U","SYNCRIP"
"USP3.3",4.36868391615119e-12,-0.465362434923468,0.114,0.173,1.00715639002949e-07,"ExM-U","USP3"
"ASH1L.1",4.46412971485367e-12,0.278125669428418,0.364,0.279,1.02916046446236e-07,"ExM-U","ASH1L"
"HSP90B1.5",6.2638955336015e-12,-0.470925132074339,0.359,0.406,1.44407847631649e-07,"ExM-U","HSP90B1"
"GPBP1",6.5151714261902e-12,-0.503726301599515,0.27,0.326,1.50200762059389e-07,"ExM-U","GPBP1"
"ING3.3",6.81084640855371e-12,-0.41912584259173,0.056,0.105,1.57017253102797e-07,"ExM-U","ING3"
"RPS7.3",7.61408437694584e-12,-0.370425179936844,0.559,0.594,1.75535101226109e-07,"ExM-U","RPS7"
"RPS28.2",9.23473799203619e-12,-0.33468500839941,0.604,0.651,2.12897649668402e-07,"ExM-U","RPS28"
"H2AFY.3",9.62371512565142e-12,-0.44980918878607,0.261,0.318,2.21865128506768e-07,"ExM-U","H2AFY"
"VEZT.1",9.95698261819265e-12,0.308221210838162,0.276,0.204,2.29548277279813e-07,"ExM-U","VEZT"
"MCM7.1",1.15917867739493e-11,-0.332776828521319,0.062,0.113,2.67237052286626e-07,"ExM-U","MCM7"
"SUCO.2",1.51654455928953e-11,-0.436360653014948,0.112,0.169,3.49624182698607e-07,"ExM-U","SUCO"
"CASC3",1.53762902197205e-11,-0.474215305807466,0.109,0.165,3.54484994725436e-07,"ExM-U","CASC3"
"RCN2.3",1.61487581341794e-11,-0.474856180749492,0.162,0.221,3.72293470025373e-07,"ExM-U","RCN2"
"DEK.5",1.84602182323609e-11,-0.558461687062711,0.328,0.369,4.25581871128849e-07,"ExM-U","DEK"
"RPL30.3",2.15912492422948e-11,-0.31473014626517,0.621,0.666,4.97764660031864e-07,"ExM-U","RPL30"
"CAPRIN2.2",2.25019008749901e-11,0.317689185970892,0.177,0.122,5.18758822772021e-07,"ExM-U","CAPRIN2"
"RBMX.2",2.64967931178074e-11,-0.380658643365801,0.482,0.511,6.10857068537932e-07,"ExM-U","RBMX"
"CASC15.4",2.79792093116602e-11,-0.414843998550078,0.072,0.124,6.45032691471013e-07,"ExM-U","CASC15"
"CLK1",2.81203682736535e-11,-0.44188678820541,0.213,0.273,6.48286970180808e-07,"ExM-U","CLK1"
"ELAVL4.3",2.97590879852322e-11,-0.560582098003131,0.257,0.31,6.86066014411544e-07,"ExM-U","ELAVL4"
"KATNBL1",3.05315616417722e-11,0.290653982354869,0.261,0.192,7.03874622089416e-07,"ExM-U","KATNBL1"
"ENSG00000196295",3.30671170381508e-11,0.279078414396425,0.104,0.063,7.62329316197529e-07,"ExM-U","ENSG00000196295"
"LEPROT.2",3.56309956503401e-11,-0.408640837481829,0.071,0.121,8.21436973722942e-07,"ExM-U","LEPROT"
"RPS12.3",4.66797615768802e-11,-0.289108929923124,0.629,0.671,1.0761552233934e-06,"ExM-U","RPS12"
"FYN",5.3583441237266e-11,-0.49864395728085,0.11,0.164,1.23531265428393e-06,"ExM-U","FYN"
"LBR.2",9.69352595029657e-11,-0.428313269352495,0.206,0.264,2.23474547258137e-06,"ExM-U","LBR"
"PALLD.7",1.0071104886618e-10,-0.401703604576824,0.067,0.115,2.32179252056092e-06,"ExM-U","PALLD"
"FZD3.2",1.14156911865701e-10,-0.443761334068679,0.192,0.25,2.63177344615186e-06,"ExM-U","FZD3"
"DNMT3A",1.16908842547192e-10,-0.431957846623649,0.087,0.138,2.69521645608297e-06,"ExM-U","DNMT3A"
"CENPV.2",1.28048807273168e-10,-0.511379966295115,0.243,0.294,2.95203720287562e-06,"ExM-U","CENPV"
"MT-ND5.3",1.38010371200151e-10,0.256908507877755,0.752,0.666,3.18169109764828e-06,"ExM-U","MT-ND5"
"SMAD2",1.42460653327543e-10,0.298113307184351,0.133,0.087,3.28428790181317e-06,"ExM-U","SMAD2"
"SCFD1.1",1.55963043617229e-10,0.266424793628939,0.18,0.125,3.59557200755159e-06,"ExM-U","SCFD1"
"SEPT2.5",1.6918328558071e-10,-0.428224042231395,0.21,0.263,3.9003514657777e-06,"ExM-U","SEPT2"
"ZMIZ1.3",1.85111369813821e-10,-0.336705582858975,0.1,0.154,4.26755751968783e-06,"ExM-U","ZMIZ1"
"SNHG14.2",1.87742995609448e-10,0.321736178782792,0.259,0.193,4.32822702078022e-06,"ExM-U","SNHG14"
"SLC35E3",1.94979734548594e-10,0.354168712632646,0.138,0.091,4.49506280028329e-06,"ExM-U","SLC35E3"
"HNRNPR.2",2.15402330948104e-10,-0.32508268905977,0.622,0.639,4.96588533767758e-06,"ExM-U","HNRNPR"
"EIF4G2.3",2.42233946274133e-10,-0.39620376436963,0.524,0.546,5.58446139740386e-06,"ExM-U","EIF4G2"
